table_name,column_name,column_values,openAI_semantic_type,annotation,comments,model_x_semantic_type,annotation_x
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Proportion Of Rainfed Agriculture (UOM:Ratio),"[0.53, 0.75, 0.9, 0.43, 0.69]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,"Forest Land Area In Square Kilometres Per 1,000 Rural Population (UOM:sq.km(SquareKilometer))","[0.77, 55.88, 0.94, 0.07, 2.5]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Women In The Overall Workforce (%) (UOM:%(Percentage)),"[36.16, 35.44, 22.46, 19.07, 39.7]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Average Person Day Per Household Employed Under Mahatma Gandhi National Rural Employment Guarantee Act (Mgnrega) (UOM:%(Percentage)),"[47, 14, 22, 34, 32]",Numerical,TRUE,,Time,FALSE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Road And Rail Density (UOM:Ratio),"[1.11, 0.51, 4.31, 2.23, 0.72]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,Density Of Health Care Workers Per Lakh Population (UOM:Ratio),"[212.7, 270.3, 148.5, 110.2, 165.3]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,"Vector Borne Diseases Like Dengue, Chikungunya, Acute Encephalitis Syndrome, Japanese Encephalitis, Malaria Per 1,000 Population (UOM:Number)","[0.2, 0.73, 0.17, 0.06, 2.75]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/State Level Climate Vulnerability Indicators.csv,"Water Borne Diseases Like Cholera, Typhoid, Acute Diarrhoea Per 1,000 Population (UOM:Number)","[25.13, 16.42, 7.16, 3.31, 6.9]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Statewise and Monthwise Requirement and Availability of Chemical Fertilizers.csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/Statewise and Monthwise Requirement and Availability of Chemical Fertilizers.csv,State,"['Andaman And Nicobar Islands', 'Andhra Pradesh']",Categorical,FALSE,,Location,TRUE
Data/Datasets/Statewise and Monthwise Requirement and Availability of Chemical Fertilizers.csv,Year,"['Financial Year (Apr - Mar), 2014', 'Financial Year (Apr - Mar), 2012']",Time,TRUE,,Time,TRUE
Data/Datasets/Statewise and Monthwise Requirement and Availability of Chemical Fertilizers.csv,Month,"['December, 2014', 'August, 2014', 'March, 2015', 'November, 2012', 'April, 2012']",Time,TRUE,,Time,TRUE
Data/Datasets/Statewise and Monthwise Requirement and Availability of Chemical Fertilizers.csv,Name Of The Fertilizer Used,"['Triple superphosphate', 'UREA', 'Muriate of Potash (MOP) or Potassium Chloride']",Categorical,TRUE,,Categorical,TRUE
Data/Datasets/Statewise and Monthwise Requirement and Availability of Chemical Fertilizers.csv,Required Fertilizer Quantity (UOM:MT(Metrictonne)),"[0.0, 42297.403]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Statewise and Monthwise Requirement and Availability of Chemical Fertilizers.csv,Available Fertilizer Quantity (UOM:MT(Metrictonne)),"[0.0, 13669.731]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Statewise number of Licensed Pharmacies.csv,Country,['India'],Categorical,FALSE,,Location,TRUE
Data/Datasets/Statewise number of Licensed Pharmacies.csv,State,"['Andaman And Nicobar Islands', 'Andhra Pradesh', 'Arunachal Pradesh', 'Assam', 'Bihar']",Categorical,FALSE,,Location,TRUE
Data/Datasets/Statewise number of Licensed Pharmacies.csv,Year,"['Calendar Year (Jan - Dec), 2020']",Time,TRUE,,Time,TRUE
Data/Datasets/Statewise number of Licensed Pharmacies.csv,Ayurveda Pharmacies (UOM:Number),"[0.0, 298.0, 2.0, 42.0, 216.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Statewise number of Licensed Pharmacies.csv,Unani Pharmacies (UOM:Number),"[0.0, 16.0, 22.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Statewise number of Licensed Pharmacies.csv,Siddha Pharmacies (UOM:Number),[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/Statewise number of Licensed Pharmacies.csv,Homoeopathy Pharmacies (UOM:Number),"[0.0, 12.0, 2.0, 48.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/weatherHistory.csv,Formatted Date,"['2006-04-01 00:00:00.000 +0200', '2006-04-01 01:00:00.000 +0200', '2006-04-01 02:00:00.000 +0200', '2006-04-01 03:00:00.000 +0200', '2006-04-01 04:00:00.000 +0200']",Time,TRUE,,Time,TRUE
Data/Datasets/weatherHistory.csv,Summary,"['Partly Cloudy', 'Mostly Cloudy']",Categorical,TRUE,,Categorical,TRUE
Data/Datasets/weatherHistory.csv,Precip Type,['rain'],Categorical,TRUE,,Categorical,TRUE
Data/Datasets/weatherHistory.csv,Temperature (C),"[9.47222222222222, 9.355555555555558, 9.377777777777778, 8.28888888888889, 8.755555555555553]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/weatherHistory.csv,Apparent Temperature (C),"[7.388888888888887, 7.227777777777776, 9.377777777777778, 5.944444444444446, 6.977777777777779]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/weatherHistory.csv,Humidity,"[0.89, 0.86, 0.83]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/weatherHistory.csv,Wind Speed (km/h),"[14.1197, 14.2646, 3.9284, 14.1036, 11.0446]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/weatherHistory.csv,Wind Bearing (degrees),"[251.0, 259.0, 204.0, 269.0]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/weatherHistory.csv,Visibility (km),"[15.826300000000002, 14.9569]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/weatherHistory.csv,Loud Cover,[0.0],Numerical,TRUE,,Numerical,TRUE
Data/Datasets/weatherHistory.csv,Pressure (millibars),"[1015.13, 1015.63, 1015.94, 1016.41, 1016.51]",Numerical,TRUE,,Numerical,TRUE
Data/Datasets/weatherHistory.csv,Daily Summary,['Partly cloudy throughout the day.'],Text,FALSE,,Categorical,TRUE
